author,comment,commentsCount,pageUrl,replyCount,title,type,voteCount,clean_comment,text,language
@Trentz2,"Paid fans, paid comments or bots, itna zyada over hype karoge toh Adipurush ki tarah ho ga. In that case get paid PR and press to say it’s a super hit just like Pathan. Sara budget iss fake image mein hi lag jayega",114,https://www.youtube.com/watch?v=QKQJvnnl32w,0,A Made In Heaven Baraat | Made In Heaven S2 | Prime Video India,comment,2,"paid fans, paid comments or bots, itna zyada over hype karoge toh adipurush ki tarah ho ga. in that case get paid pr and press to say it’s a super hit just like pathan. sara budget iss fake image mein hi lag jayega","paid fans, paid comments or bots, itna zyada over hype karoge toh adipurush ki tarah ho ga. in that case get paid pr and press to say it’s a super hit just like pathan. sara budget iss fake image mein hi lag jayega",Hinglish
@paramgyanireaction3547,Taliibaan vale dhud rahe tuje ,106,https://www.youtube.com/watch?v=OrhUkKFsvqY,0,MADE IN HEAVEN Season 2 - Official Trailer REACTION!,reply,1,taliibaan vale dhud rahe tuje,taliibaan vale dhud rahe tuje,Hinglish
@rohitagarwal5427," @paramgyanireaction3547  pehle teri biwi, b@hen aur m@@ ka laal krenge, phir mujh tak aynge",106,https://www.youtube.com/watch?v=OrhUkKFsvqY,0,MADE IN HEAVEN Season 2 - Official Trailer REACTION!,reply,0,"@paramgyanireaction3547 pehle teri biwi, b@hen aur m@@ ka laal krenge, phir mujh tak aynge","@paramgyanireaction3547 pehle teri biwi, b@hen aur m@@ ka laal krenge, phir mujh tak aynge",Hinglish
@Thfdeukbcsigdb," @harshitajaiswal555  dalit log me st obc caste bhi ate hai ho log hindu hote hai, buddhist dhamma diye huye 67yr ho gaye hai abhi bhi Buddhist logo ko dalit kyu kahte ho jabki identity di huyi hai.",10,https://www.youtube.com/watch?v=qucgu36_IAk,0,"Made In Heaven Season 2 Explained In Hindi | Episode 5, 6 & 7 Explained | Movies With Shoaib",reply,3,"@harshitajaiswal555 dalit log me st obc caste bhi ate hai ho log hindu hote hai, buddhist dhamma diye huye 67yr ho gaye hai abhi bhi buddhist logo ko dalit kyu kahte ho jabki identity di huyi hai.","@harshitajaiswal555 dalit log me st obc caste bhi ate hai ho log hindu hote hai, buddhist dhamma diye huye 67yr ho gaye hai abhi bhi buddhist logo ko dalit kyu kahte ho jabki identity di huyi hai.",Hinglish
@Tiajones333,Andre Epps His momma need to seat down he just like she be having attitudes to me she always saying momma knows what's right it his decision who he want to pick sometimes momma do know what's right but all the time I don't who's he's gone be with for the rest of his life but I wish him the best ,80,https://www.youtube.com/watch?v=8fsgAHxeeCk,0,match made in heaven season 2 episode 6 mother of all surprises review,reply,1,andre epps his momma need to seat down he just like she be having attitudes to me she always saying momma knows what's right it his decision who he want to pick sometimes momma do know what's right but all the time i don't who's he's gone be with for the rest of his life but i wish him the best,andre epps his momma need to seat down he just like she be having attitudes to me she always saying momma knows what's right it his decision who he want to pick sometimes momma do know what's right but all the time i don't who's he's gone be with for the rest of his life but i wish him the best,Hinglish
@Tiajones333,Andre Epps​ I never seen season one the relationship did not workout omg the reason it did not work is cause they trying to find love on TV how was the other guy on season 1﻿,80,https://www.youtube.com/watch?v=8fsgAHxeeCk,0,match made in heaven season 2 episode 6 mother of all surprises review,reply,1,andre epps​ i never seen season one the relationship did not workout omg the reason it did not work is cause they trying to find love on tv how was the other guy on season 1﻿,andre epps​ i never seen season one the relationship did not workout omg the reason it did not work is cause they trying to find love on tv how was the other guy on season 1﻿,Hinglish
@Tiajones333,Andre Epps so do they have reunion when the show go off so we can see how the relationship is now and how everybody is ,80,https://www.youtube.com/watch?v=8fsgAHxeeCk,0,match made in heaven season 2 episode 6 mother of all surprises review,reply,1,andre epps so do they have reunion when the show go off so we can see how the relationship is now and how everybody is,andre epps so do they have reunion when the show go off so we can see how the relationship is now and how everybody is,Hinglish
@san1andreas,+Tia  Wessells well he have a very successful clothing company and another company why won't he just give up on the whole music thing don't nobody won't to hear his ass in the background of they song with his annoying grunts and him singing the lyrics makes you wonder is this for them or you just want to be on they sing cause you haven't been on the radio since the time I last cared,80,https://www.youtube.com/watch?v=8fsgAHxeeCk,0,match made in heaven season 2 episode 6 mother of all surprises review,reply,0,+tia wessells well he have a very successful clothing company and another company why won't he just give up on the whole music thing don't nobody won't to hear his ass in the background of they song with his annoying grunts and him singing the lyrics makes you wonder is this for them or you just want to be on they sing cause you haven't been on the radio since the time i last cared,+tia wessells well he have a very successful clothing company and another company why won't he just give up on the whole music thing don't nobody won't to hear his ass in the background of they song with his annoying grunts and him singing the lyrics makes you wonder is this for them or you just want to be on they sing cause you haven't been on the radio since the time i last cared,Hinglish
@Tiajones333,Andre Epps yes you right and he got the Ciroc too he always wanna be in front of the camera or the center of attention ,80,https://www.youtube.com/watch?v=8fsgAHxeeCk,0,match made in heaven season 2 episode 6 mother of all surprises review,reply,1,andre epps yes you right and he got the ciroc too he always wanna be in front of the camera or the center of attention,andre epps yes you right and he got the ciroc too he always wanna be in front of the camera or the center of attention,Hinglish
@san1andreas,Tia Wessells they always break up and the excuses are always lame we didnt get alone we was always angry at each other there is something in the  mix aint clean if you cant bring people together and stay together in a group and they all break up im judging your judgment and everything else about you,80,https://www.youtube.com/watch?v=8fsgAHxeeCk,0,match made in heaven season 2 episode 6 mother of all surprises review,reply,0,tia wessells they always break up and the excuses are always lame we didnt get alone we was always angry at each other there is something in the mix aint clean if you cant bring people together and stay together in a group and they all break up im judging your judgment and everything else about you,tia wessells they always break up and the excuses are always lame we didnt get alone we was always angry at each other there is something in the mix aint clean if you cant bring people together and stay together in a group and they all break up im judging your judgment and everything else about you,Hinglish
@san1andreas,+Tia  Wessells never in history have somebody had as many chances as he had to get it right where is his friends to tell him no stop wasting your money,80,https://www.youtube.com/watch?v=8fsgAHxeeCk,0,match made in heaven season 2 episode 6 mother of all surprises review,reply,0,+tia wessells never in history have somebody had as many chances as he had to get it right where is his friends to tell him no stop wasting your money,+tia wessells never in history have somebody had as many chances as he had to get it right where is his friends to tell him no stop wasting your money,Hinglish
@shashnksharma2840,It sucks... totally!!!  In chuntiyon ko Hollywood  mein kaam karna chahiye... 2 din mein apni aukat pata lag jaayegi inhe wahan... yahan indian audience ko  nakli angrezi bol ke tatti paros rahe hain yeh angrezon ki dum... koi originality nhi... koi depth nhi... koi character development  nhi... bus sabse angrezi bulwaake aur mehangi cheejon ki aad mein apna budget bada ke amazon  ka chuntiya kaat diya ... !!! 30 percent  english aur 70 percent hindi hoti toh smajh aata ki indians ke liye show banaya hai high society  ka... but isme 99 percent english aur 1 percent hindi daal ke yeh kis audience ke liye show bana rahe hain...!!! Nepo kids hain koi creativity nhi.. koi original ideas nhi... bus  woke dikhne ke chakkar mein bina story ka yeh tatti ka pahad khada kar diya jiske chakkar mein hamara pura weekend barbad ho gya..!!!,118,https://www.youtube.com/watch?v=4gt3T2fFYQg,0,Made In Heaven Season 2 Web Series Review by Suchin | Film Companion,comment,0,it sucks... totally!!! in chuntiyon ko hollywood mein kaam karna chahiye... 2 din mein apni aukat pata lag jaayegi inhe wahan... yahan indian audience ko nakli angrezi bol ke tatti paros rahe hain yeh angrezon ki dum... koi originality nhi... koi depth nhi... koi character development nhi... bus sabse angrezi bulwaake aur mehangi cheejon ki aad mein apna budget bada ke amazon ka chuntiya kaat diya ... !!! 30 percent english aur 70 percent hindi hoti toh smajh aata ki indians ke liye show banaya hai high society ka... but isme 99 percent english aur 1 percent hindi daal ke yeh kis audience ke liye show bana rahe hain...!!! nepo kids hain koi creativity nhi.. koi original ideas nhi... bus woke dikhne ke chakkar mein bina story ka yeh tatti ka pahad khada kar diya jiske chakkar mein hamara pura weekend barbad ho gya..!!!,it sucks... totally!!! in chuntiyon ko hollywood mein kaam karna chahiye... 2 din mein apni aukat pata lag jaayegi inhe wahan... yahan indian audience ko nakli angrezi bol ke tatti paros rahe hain yeh angrezon ki dum... koi originality nhi... koi depth nhi... koi character development nhi... bus sabse angrezi bulwaake aur mehangi cheejon ki aad mein apna budget bada ke amazon ka chuntiya kaat diya ... !!! 30 percent english aur 70 percent hindi hoti toh smajh aata ki indians ke liye show banaya hai high society ka... but isme 99 percent english aur 1 percent hindi daal ke yeh kis audience ke liye show bana rahe hain...!!! nepo kids hain koi creativity nhi.. koi original ideas nhi... bus woke dikhne ke chakkar mein bina story ka yeh tatti ka pahad khada kar diya jiske chakkar mein hamara pura weekend barbad ho gya..!!!,Hinglish
