author,comment,commentsCount,pageUrl,replyCount,title,type,voteCount,clean_comment,classification,themes,sentiment,LLM Emotions (parsed),LLM Emotions Confidence,text,language
@sohanjitmukherjee1348,This guy is the perfect example of privileged male chauvinism in India. He bash anything with an iota of feminism in it. There should be a matlab kuch bhi episode on him.,1020,https://www.youtube.com/watch?v=RSiy3QCZ6Sc,1,4 Year Wait For This?  | Made In Heaven Season 2 Review | Amazon Prime Video,comment,2,this guy is the perfect example of privileged male chauvinism in india. he bash anything with an iota of feminism in it. there should be a matlab kuch bhi episode on him.,"{
  ""themes"": [""Gender Norms & Dynamics"", ""Gender-Based Violence""],
  ""sentiment"": ""Negative""
}","Gender Norms & Dynamics,Gender-Based Violence",Negative,"Anger, Contempt, Disgust",Medium,this guy is the perfect example of privileged male chauvinism in india. he bash anything with an iota of feminism in it. there should be a matlab kuch bhi episode on him.,English
@Anarchist_syndicalist,Is this channel caste conscious?,1020,https://www.youtube.com/watch?v=RSiy3QCZ6Sc,0,4 Year Wait For This?  | Made In Heaven Season 2 Review | Amazon Prime Video,comment,0,is this channel caste conscious?,"{
  ""themes"": [""Caste / Intersectional""],
  ""sentiment"": ""Neutral""
}",Caste / Intersectional,Neutral,No emotion,High,is this channel caste conscious?,English
@rahul28ish,U must be from upper caste Hindu middle age straight male,1572,https://www.youtube.com/watch?v=_lpxWzvII5k,0,Made in Heaven Season 2 - Official Trailer | Prime Video India,reply,3,u must be from upper caste hindu middle age straight male,"{
  ""themes"": [""Caste / Intersectional"", ""Gender Norms & Dynamics""],
  ""sentiment"": ""Negative""
}","Caste / Intersectional,Gender Norms & Dynamics",Negative,Contempt,High,u must be from upper caste hindu middle age straight male,English
@priyankaasmile2935,"#BoycottHeartOfStone
#AliaKathiawadi
#BollywoodAndItsNexusSwaha",1,https://www.youtube.com/watch?v=_KrIlAynTg0,0,From Alia Bhatt's Heart Of Stone To Made In Heaven Season 2: OTT Releases This Week! FilmiBeat,comment,0,#boycottheartofstone #aliakathiawadi #bollywoodanditsnexusswaha,"{
  ""themes"": [],
  ""sentiment"": ""Neutral""
}",,Neutral,"Anger, Contempt",Medium,#boycottheartofstone #aliakathiawadi #bollywoodanditsnexusswaha,English
@AmitKumar-fj2mb,Fully left wing propaganda narrative....... dalit wala angle.....full R@ndibaazi or English,451,https://www.youtube.com/watch?v=TBlOFPsxPsQ,0,Made In Heaven Season 2 Review : The Truth!,comment,0,fully left wing propaganda narrative....... dalit wala angle.....full r@ndibaazi or english,"{
  ""themes"": [""Caste / Intersectional""],
  ""sentiment"": ""Negative""
}",Caste / Intersectional,Negative,"Contempt, Disgust",Medium,fully left wing propaganda narrative....... dalit wala angle.....full r@ndibaazi or english,English
@rushabhshah.2768, @sidharth97  exactly wheres if we take an example of a film like dangal there Mahavir phogaat lived in a village but was progressive to treat her girl children like they treat their boy child. So it all depends on your mentality education and how broad minded you are,106,https://www.youtube.com/watch?v=OrhUkKFsvqY,0,MADE IN HEAVEN Season 2 - Official Trailer REACTION!,reply,2,@sidharth97 exactly wheres if we take an example of a film like dangal there mahavir phogaat lived in a village but was progressive to treat her girl children like they treat their boy child. so it all depends on your mentality education and how broad minded you are,"{
  ""themes"": [
    ""Gender Norms & Dynamics"",
    ""India Local Culture""
  ],
  ""sentiment"": ""Positive""
}","Gender Norms & Dynamics,India Local Culture",Positive,No emotion,High,@sidharth97 exactly wheres if we take an example of a film like dangal there mahavir phogaat lived in a village but was progressive to treat her girl children like they treat their boy child. so it all depends on your mentality education and how broad minded you are,English
@sashidhark2805,I honestly didn't like Mrunal's episode. Even before marriage if she knew he abuses her then why marry him ? What message is being given? I didn't want to continue watching after that.,1020,https://www.youtube.com/watch?v=RSiy3QCZ6Sc,0,4 Year Wait For This?  | Made In Heaven Season 2 Review | Amazon Prime Video,comment,0,i honestly didn't like mrunal's episode. even before marriage if she knew he abuses her then why marry him ? what message is being given? i didn't want to continue watching after that.,"{
  ""themes"": [""Gender-Based Violence"", ""Emotional States""],
  ""sentiment"": ""Negative""
}","Gender-Based Violence,Emotional States",Negative,"Anger, Disgust",Medium,i honestly didn't like mrunal's episode. even before marriage if she knew he abuses her then why marry him ? what message is being given? i didn't want to continue watching after that.,English
@spellcheck5393,"​ @simk490  bruh she is never shown as feminist. Jaouhri is shown as a feminist. It's clearly evident from domestic violence part which Tara ignored.
Tara is just shown as a social climber and opportunist.",451,https://www.youtube.com/watch?v=TBlOFPsxPsQ,0,Made In Heaven Season 2 Review : The Truth!,reply,25,​ @simk490 bruh she is never shown as feminist. jaouhri is shown as a feminist. it's clearly evident from domestic violence part which tara ignored. tara is just shown as a social climber and opportunist.,"```json
{
  ""themes"": [""Gender Norms & Dynamics"", ""Gender-Based Violence""],
  ""sentiment"": ""Negative""
}
```","Gender Norms & Dynamics,Gender-Based Violence",Negative,"Contempt, Disgust",Medium,​ @simk490 bruh she is never shown as feminist. jaouhri is shown as a feminist. it's clearly evident from domestic violence part which tara ignored. tara is just shown as a social climber and opportunist.,English
@ThankYouGoogle4,"Another series about how in this society women, LGBTQ are victims and men make their lives horrible! This whole agenda of inclusivity and showcasing girls and their families as victims is seriously going over the top! It’s a poison for our society!",1020,https://www.youtube.com/watch?v=RSiy3QCZ6Sc,3,4 Year Wait For This?  | Made In Heaven Season 2 Review | Amazon Prime Video,comment,0,"another series about how in this society women, lgbtq are victims and men make their lives horrible! this whole agenda of inclusivity and showcasing girls and their families as victims is seriously going over the top! it’s a poison for our society!","{
  ""themes"": [
    ""Gender Norms & Dynamics"",
    ""Gender-Based Violence""
  ],
  ""sentiment"": ""Negative""
}","Gender Norms & Dynamics,Gender-Based Violence",Negative,"Anger, Contempt, Disgust",Medium,"another series about how in this society women, lgbtq are victims and men make their lives horrible! this whole agenda of inclusivity and showcasing girls and their families as victims is seriously going over the top! it’s a poison for our society!",English
@noone-zl2di,"Now a cis male jammy will tell how a independent women director should do work?
Such a blatant display of brahmanical patriarchy,jammy showing his true colors of patriarchal supermascist .
Keep slaying Zoya,Reema and alankrita, go slay queens.",1020,https://www.youtube.com/watch?v=RSiy3QCZ6Sc,1,4 Year Wait For This?  | Made In Heaven Season 2 Review | Amazon Prime Video,comment,1,"now a cis male jammy will tell how a independent women director should do work? such a blatant display of brahmanical patriarchy,jammy showing his true colors of patriarchal supermascist . keep slaying zoya,reema and alankrita, go slay queens.","{
  ""themes"": [
    ""Gender Norms & Dynamics"",
    ""Caste / Intersectional""
  ],
  ""sentiment"": ""Negative""
}","Gender Norms & Dynamics,Caste / Intersectional",Negative,"Anger, Contempt",Medium,"now a cis male jammy will tell how a independent women director should do work? such a blatant display of brahmanical patriarchy,jammy showing his true colors of patriarchal supermascist . keep slaying zoya,reema and alankrita, go slay queens.",English
@dds6234,"No.. actually boys parents and boys are selfish that thy want the girl, her dowry her free service and everything but dint want or allow her to look afer her own parents .. uch selfish and greedy people..",359,https://www.youtube.com/watch?v=pytCSxxDvM8,0,Problem Of Every Girl? | Made In Heaven S2 | #primevideoindia,reply,0,"no.. actually boys parents and boys are selfish that thy want the girl, her dowry her free service and everything but dint want or allow her to look afer her own parents .. uch selfish and greedy people..","{
  ""themes"": [
    ""Gender Norms & Dynamics"",
    ""Caste / Intersectional"",
    ""Gender-Based Violence""
  ],
  ""sentiment"": ""Negative""
}","Gender Norms & Dynamics,Caste / Intersectional,Gender-Based Violence",Negative,"Anger, Disgust",Medium,"no.. actually boys parents and boys are selfish that thy want the girl, her dowry her free service and everything but dint want or allow her to look afer her own parents .. uch selfish and greedy people..",English
@Moohfatt,Shobhita ko koi b roll mil jaye but dikhti o auntie cum KHEKHDE jaisi Hate Shobhita,239,https://www.youtube.com/watch?v=Bk_n6DjDP2o,0,Sobhita Dhulipala Takes A STAND for the RIGHT THING  | Made In Heaven Season 2 | #primevideoindia,comment,0,shobhita ko koi b roll mil jaye but dikhti o auntie cum khekhde jaisi hate shobhita,"{
  ""themes"": [""Body & Beauty Standards""],
  ""sentiment"": ""Negative""
}",Body & Beauty Standards,Negative,"Contempt, Disgust",Medium,shobhita ko koi b roll mil jaye but dikhti o auntie cum khekhde jaisi hate shobhita,English
@simk490," @spellcheck5393  bro ,in season one..she went back to her grooming classes..then explains how being real gives eternal peace....and shit.. standing for mehndi girl...(season one).how she built relationship with her mother in law signifying her as alpha female... and comforting her despite being cheated... not in direct terms yet by slipping here and there..",451,https://www.youtube.com/watch?v=TBlOFPsxPsQ,0,Made In Heaven Season 2 Review : The Truth!,reply,2,"@spellcheck5393 bro ,in season one..she went back to her grooming classes..then explains how being real gives eternal peace....and shit.. standing for mehndi girl...(season one).how she built relationship with her mother in law signifying her as alpha female... and comforting her despite being cheated... not in direct terms yet by slipping here and there..","{
  ""themes"": [
    ""Gender Norms & Dynamics"",
    ""Emotional States""
  ],
  ""sentiment"": ""Positive""
}","Gender Norms & Dynamics,Emotional States",Positive,"Compassion, Pride",Medium,"@spellcheck5393 bro ,in season one..she went back to her grooming classes..then explains how being real gives eternal peace....and shit.. standing for mehndi girl...(season one).how she built relationship with her mother in law signifying her as alpha female... and comforting her despite being cheated... not in direct terms yet by slipping here and there..",English
@thanos4570,​ @ABHISHEKSINGH-bb3sh  lo again victim card,359,https://www.youtube.com/watch?v=pytCSxxDvM8,0,Problem Of Every Girl? | Made In Heaven S2 | #primevideoindia,reply,9,​ @abhisheksingh-bb3sh lo again victim card,"{
  ""themes"": [],
  ""sentiment"": ""Negative""
}",,Negative,Contempt,High,​ @abhisheksingh-bb3sh lo again victim card,English
